name,unit,producer,kved
Газоаналізатор ОКСІ 5М-5Н,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Газоаналізатор ОКСІ-5м,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Газоаналізатор ТП 1133-2,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9027 10 10 00
Газоаналізатор ФП-33,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9027 10 10 00
Газоаналізатор-сігналізатор  МГП-5-6,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Газовий перемикач ПГК-4 (до газоаналізатору ТП1116),95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Газогенератор ацетиленовий АСП-10,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,8405 10 00 00
Газозабірний пристрій довжиною 600 мм,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Газоналізатор  переносний &#34;Дозор-С-П&#34;,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
"Газосигналізатор ВАРТА 1-03,14",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
ГАЙКА ДЛЯ МАНОМЕТРІВ М27Х25 Е.17 / 14,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Галтовка магнітна МГ-250,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
"Гальмо електромагнітне МЕО 630/25-0,25-92К",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Генератор Г3000А.60,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Генератор Г3000А.60 ( Г3000В),95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Генератор КПСРС 6.2,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Генератор низької частоти FG-52 з вбудованим частотоміром,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,8543 20 00 00
Генератор П41 УХЛ4,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Генератор П42 УХЛ4,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Генератор технічної частоти ГТЧ 3 М (80ВА),95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,8543 20 00 00
Гидроштовхач ТЭГ-300А,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,8412 21 20 00
Гідророзподільник одномагнітний МРЭ6.574АГ 27НА-УХЛ1,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,8505 90 10 00
Гільза захисна 5Ц4.819.015-14 L=160 сталь 12Х18Н 10Т,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Гільза захисна 5Ц4.819.015-15 L=200 сталь 12Х18Н 10Т,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Глушник 29/38-1/4,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
"Гніздо GW 3/8&#34; BSP ущ. нітрилі, з клапаном ТА-Р-1800",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Головка струмоприймача ГТ-14А,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Горний компас ГГК,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9014 10 00 90
"Графічна тактильна панель 10”; TFT-Display, 800x480",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
"Графічна тактова панель GS 1045- QSBD (графічна тактильна панель 4,7”; STN-Display 320х240,  256 кол",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
ГРУППА КОНТАКТНА ДО МАНОМЕТРУ ЭКМ-1,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Гумово-технічні вироби для трансформатора ЄОМН-2700/10,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Гумово-технічні вироби для трансформатора ЄОМП-2000/10,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Давач лінійного переміщення BALLUFF BTL5-P1-M0300-P-S32,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Давач обертів BRАUN A5S05T90-3 (Давач обертів BRАUN A5S05T90-4),95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Давач обертів BRАUN A5S07T50-3,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
"Далекомер лазерний BOSH PLR 50, дальність дії 0,05-50 м, точність вимірювання +-2м",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик  магнітогерконовий ДПМГ 2-100,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик  магнітогерконовий ДПМГ 2У-100,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9032 89 00 00
Датчик  магнітогерконовий ДПУ 1-100,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9032 89 00 00
Датчик  обертів IF-5645,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,8536 50 19 90
Датчик - реле рівня РОС - 301,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
"Датчик - реле рівня РОС - 301И-1-УХЛ3-0,3/0,3/0,3",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик - реле тиску ДЕМ 102 - РАСКО - 02-2,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик  швидкості течії SI5004,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9026 10 29 00
"Датчик (ДТП-1 (до блоку контролю полум'я БКП 3-220),300-360VDC, приєдн.G3/4 OTA206.02.00.000",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик LT1000-SI/SP58 (27.12.245000.01301),95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик OV A43A5-43P-R400-LZ(Україна),95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик OXYGEN SENSOR С79451-А3458-В55,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9027 90 80 00
Датчик акустичний ДА2.03,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9027 90 50 00
ДАТЧИК АКУСТИЧНИЙ ДА2.04 (з переходним фланцем для встановлення замість ДА2.03),95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9027 90 50 00
"Датчик ваги  КСДВ-ДВТ-2,0-С3  30/50",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
"Датчик ваги КСДВ-ДВТ-0,1-С3-30/50",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик ваги С16А2С3/40Т,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9031 80 98 00
Датчик ваги С16А2С3/60Т,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9031 80 98 00
Датчик виміру осьового зрушення векторного переміщення ВДП-24-42-2-30-4,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик вібрації МВ-43-5 Г,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9031 90 85 00
Датчик віброшвидкості HS-4200200208,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9031 80 38 00
Датчик газоаналізатор електрохімічний ДАХ-М-01--СО-200,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9027 10 10 00
Датчик газосигналізатора по метану СН4.14,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик газосигналізатора по метану СН4/4,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик ДКЕ-Е120-100С-3113-3А (ДКЕ-Е120-200С-3113-СА),95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик ДКЕ-Т20-100С-3113-3А (ДКЕ-Т20-200С-3113-СА),95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик до сигналізатору &#34;Дозор-С&#34;,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик до СТХ 17-10 (водень),95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик ДПЕ-101-К,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
"Датчик ДПМГ 2-100 УХЛ 2,5",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9032 89 00 00
Датчик ДПМГ 2х200,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9032 89 00 00
Датчик ДПМГ 2х40,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9032 89 00 00
Датчик ДПМГ магнітогерконовий 2-200,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9032 89 00 00
Датчик ДПМГ2-100,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик ДПУ -100,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик ДПУ 1-100,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9032 89 00 00
Датчик ДС +15 до ТДМ-1,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик ДТХ-Т (200А; 4-20мА),95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9032 89 00 00
Датчик з блоком ЧЕ 5В5.064.577 (перевірочний компонент водень) для сигналізатора експлозиметра термо,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик загазованості сигналізатора ЩИТ-2 ДТХ-127,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик занур малого діаметру ( 27 мм) в корпусі із нержавіючої сталі LMP 307 451-5000-1-3-1-008-00U,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик ИУС-4,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик кисню КЕ-25,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9027 90 80 00
Датчик кисню КЕ-25F3,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик кисню С79451-А3458-В55,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик кінців (електромагнітний) на РОТ-120 ST-90,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9031 90 85 00
Датчик контролю мінімальної швидкості IV1N EC81 А5-43Р-15-LZS4,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,8536 50 19 90
Датчик контролю поздовжнього розриву стрічки ДКПР-36-НТ,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9030 90 85 00
Датчик КСДВ-ДВТ-10.0-С3 30/50,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик кута поворотів ДУПХ-40КД ФТТ7.065,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9031 80 91 00
Датчик кута повороту ДУПХ-40КД ФТТ7.065 ООО &#34;НТЦ ВИСТ групп Сенсор&#34;,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик магнитогерконовий ДПМГ 2-200,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
ДАТЧИК МАГНІТОГЕРКОНОВИЙ ДПУ1-100,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик на тензометричні ваги С16А2С3/40Т,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9031 80 98 00
Датчик ОС ИП107 М27Х1Х80ММ L=5m,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9031 90 85 00
Датчик переміщення потенціометричний Mms-33 300mm Megatron,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9032 89 00 00
Датчик плотноміра,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик плотноміра П-1,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик положення магнітогерконовий ДПУ 1-100,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9032 89 00 00
Датчик РДКС-03,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,8437 80 00 00
"Датчик реле рівня РОС 301-1-УХЛ3 (0,1 0,6 0,6)",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9026 10 29 00
"Датчик реле рівня РОС 301-УХЛ4 вик 1 0,6/0,6/0,6",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9026 10 29 00
Датчик реле тиску ДЕМ 105-01,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик рівня ABS KS (12800022),95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик рівня РОС 400-6,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
"Датчик СИЭЛ-166Д-10-0,3-105/130-SR50",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
"Датчик СИЭЛ-166Д-10-0,3-105/130-SR50-B",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9031 80 34 00
Датчик Т ТК-06 к РН-150мА (для прилада рН-метр),95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9027 90 50 00
Датчик тензометричний  HSC-40,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик тензометричний BM14K-С3-60 t,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик Тензометричний CAS WBK-50T,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик тензометричний FLINTEC RC3-22.5T C3,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,8423 90 00 00
Датчик тензометричний С16А2С3/60Т,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9031 80 98 00
Датчик тензорезисторний  BM14K (С3-60t-20B),95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик тензорезисторний  С-ДВТ-32.0-С2-30/50,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик термохімічний ДТХ-127 до сигналізаторів ЩИТ-2-13,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
"Датчик тиску &#34;САФІР М&#34;-5315-02-УХЛ3.1 (5+50)-0,15-6,3КПА-42-Н19",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
"Датчик тиску МИДА-ДА-13П-Ех-0,25/МПа-М20-П",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9026 20 20 00
Датчик ТСМ-1088 100М 160,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик ТСМ-1088-100 М (еквівалент датчика РТ-100),95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик ультразвуковий Т30 UIPA 4-20мА,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9032 90 00 00
Датчик ЭДМУ6 ТЭМ2Р-И25,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик-реле напору /перепаду і тяги/ &#34;УЗОР-ДТ&#34;,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик-реле рівня РОС 301,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9026 10 29 00
Датчик-реле рівня РОС 301-Р,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9026 10 29 00
"Датчик-реле рівня РОС-301-2 УХЛ-2-2,0; 1,8; 0,6 P=2.5МПа ТУ 25-2408.0009-88 с датч-ми L=2,1.8 и 0.6м",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9026 10 29 00
"Датчик-реле рівня РОС-301И-1-УХЛ3-0,3/0,3/0,3",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Датчик-реле температури ТАМ 113-3,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Двигун  обдуву VNT 16-25 ELCO,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
ДВИГУН З ЩІТКАМИ ДЛЯ М У-15.280.01-01,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Двигун зі щітками д/м у-15.280.01-01,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Двигун обдуву NET5T16PVN001(16 Bт),95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Дегазатор ВУД-152,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,8414 10 89 90
Демпферний пристрій ДУ-Н,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,9033 00 00 0
"Демпферні пристрої &#34;Елемер&#34; ДУ-М20х1,5/М20х1,5 ст.12Х18Н10Т",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Держатель магнітний ГОСТ 7512-82,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Держатель рухомого контакту до контактору КТ 6020,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Детектор теплових нейтронів СНМ-56М,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
"Дефектоскоп ультразвуковий УД4-76 з примірниками СО-1, СО-2, СО-3",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Джерело безперебійного живлення POWERCOM,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,8504 40 30 00
Джерело безперебійного живлення POWERCOM ВNT-800A (IEC SOCKET),95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Джерело високої напруги ИВН-ТР,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Джерело живлення DR-45-24 24В 45Вт,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Джерело мікропотоку 20МГ/М3 Н2S ИБЯЛ.418.319.013-03,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,8405 90 00 00
Джерело мікропотоку амміаку 20МГ/М3 NH3 ИБЯЛ.418.319.013-06,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,8405 90 00 00
Джойстик 020 МТА 2PW,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Джойстик крановий ККП-7М,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Джойстик промисловий ККП-7М-1,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Джойстик -СК PF 08020789,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
"Дзвінок  МЗМ-1, 220В",95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,8531 80 95 90
Дзвінок гучного бою МЗ-2 220В,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
Дзвінок гучного бою МЗМ-1,95136fc0-d2a3-11e6-bce7-e108f54e504a,3c9eb690-d2a5-11e6-8eb4-0ffbdcc06897,0000 00 00 00
